视频文件地址,视频ocr结果,视频asr结果,是否违规,线索内容,商品类别,获取时间,直播间链接,直播间名称
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_357.mp4,C咖 春游季宠粉节 科学祛痘出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变疮 春游季宠粉节 痘痘变小 6小时 极速发货 痘痘变少 明星 运费险 过敏可退 10天无理由 送冻王！！ 清洁控油抑痘 癌 癌 C咖品牌代言 赠运费险 七天无理由 48H发货 ,你也是添加了百分之二的一个立体权算对然后外在百分之五的一个北美金率每次能够有效改善皮肤的话干燥那稳扎忘但这两个家电话链接单卖是吗是不是要卖六十九今天在我国界我都是直接给你送然后还给你额外加深到的什么呃什么一品近照播新朋友也是属于是那种什么精华级别的能够有效补血保持一整天但是不是也要卖到百来块钱两个加起来都是大卖加了啊今天在我播间都是直接给你送然后还给了额外安排到了五包送装来五包送上十天量对不对满满的呢到手时间才幺五九一个价格而且这种送装你没买过棉过对不对您都可以先知道先去感受先去体验喜欢满意你就留不喜欢不满意怎么都是可以全退好吧社会保证全部都是有点拉慢来运险件安排上十天五六冠包的幺零间听首是吗就先出价格您就出现这个机制真的闭眼拍闭眼带了好不好,否,"{'type': 1, 'content': {'通用敏感词': '补血'}}",化妆品,2024/4/16 12:55,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_458.mp4,C咖 春游季宠粉节 科学祛痘 出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变疮 明星吴昕同款 春游季宠粉节 痘痘变小 6小时 极速发货 痘痘变少 明星博主都在用 博同 送冻干！！！ 送喷雪！！ 清洁控油抑痘 瘦症 症 C咖品牌代言 赠运费险 七天无理由 48H发货 ,老大哥一个礼委屈对而且不单单这么平常没得好在全国全网国货品牌相当难受也是通通造第一如果说我们家产品他破又行的他破又没有做出工皂我们我们家存在他朋友他是没有利用民工造车位置没有理由能够做到什么热卖榜单独一哦而且那么多国货品牌为什么这么一架能够走众多品牌当众碰演的说做到最为这证明也是真的是靠实力靠谱的说话好不好没买过棉罐有纠结有女友担心首选就选第一首选就选成家细哈存在处理咯而且评价的话今天全部都是什么官方前面直播也是真正是做到了正品保障价以至于徘徊等于百万加收了保证都是由给到我们所知名姐妹来自景区还进行去下单对圣门嘉型的而且也是可以说是吗就到了众多明星网红大人金色推荐,否,"{'type': 1, 'content': {'通用敏感词': '第一'}}",化妆品,2024/4/16 12:55,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-03_06-51-46_009.mp4,C咖 春游季宠粉节 科学祛痘出游不惧痘 祛痘强控油痘痘越来越少 双管双效·创新设计 胶态硫+皮傲宁×3重氨基酸 突发爆痘 春游季宠粉节 日常长痘 C咖 6小时 清 控 极速发货 反复长症 明星博主都在用 胶态硫+皮傲宁 祛痘控油 温和清洁 咖管 白管 清洁 控油 抑痘 博同 C咖 早 送试用！！  价值19.9  痘 痘 C咖品牌代言人 赠运费险 七天无理由 48H发货 ,那你是皮肤暗算有暗长都可以用到一号链接四百七加三拍没错那我是新的刚进来的没有了解到的宝贝有没有宝宝脸上出现各种战斗问题特别是每天早上睡醒的时候呢满脸油光看到镜子里面的自己一脸的脏棒棒的一个情况的但是品尝吧又没什么时间没有什么时间去护肤的就好像没时间去美容院定期去护理亚那怎么办呢动作直拖得更多了所以呢你不妨试一下一号链接针对你的熬夜斗上火痘姨妈动压力的青春痘有动力毛孔粗糙诶手闭口粪的问题你想改善的就有一号瞬间加三拍对因为你平常去用过很多普通的洗面他是用只能清洁到表面的灰尘油渍没去痘吗不能那不行所以你即使花了钱没效果也是在做无用功能那怎么办用我们家一号链接收两下车拍没错装位动机研发双管双效一边白色,否,"{'type': 1, 'content': {'通用敏感词': '护理'}}",化妆品,2024/4/16 12:55,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_153.mp4,C咖 春游季宠粉节 科学祛痘 出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变癌 明星徐璐 春游季宠粉节 痘痘变小 6小时 极速发货 痘痘变少 明星博主都在用 博同款 清洁 控油 抑痘 癌 C咖品牌代言 赠运费险 七天无理由 48H发货 ,皮奥林的话呢是能够帮你减少反复长痘的也就是说你的豆豆如果说哎呀主播我的痘痘不是一次两次长的我老是动不动上火爆痘熬夜暴动来姨妈也长痘对吧那你一号链接赶紧用他是真的去破坏你痘痘菌群的生长环境从那个就是啊可以说是牲畜去帮你做到抑制反复展动的所以的话呢一号链接反复长痘的宝宝更合适一点然后别人家洗面奶用起来花香果香一号链接拿回去用呢它是一个蛋蛋的药箱所以说我们是不是真的不说成分不一样了效果不一样了我们连味道跟基础洗面奶都不一样你带回去用起来的惊喜用起来感觉更不一样所以今天到底怎么戴才是华善的呢想要拿到直播间专享价一号连接数量加三加三拍刀手价格是一百五十九三只正装保质期三年而且的话来喷雾喷雾的话呢是补水保湿的,否,"{'type': 1, 'content': {'通用敏感词': '抑制'}}",化妆品,2024/4/16 12:55,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_098.mp4,C咖 春游季宠粉节 科学祛痘 出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变癌 明星吴昕同款 春游季宠粉节 痘痘变小 6小时 极速发货 痘痘变少 明星博主都在用 清洁 控油 抑痘 痘 癌 C咖品牌代言 赠运费险 七天无理由 48H发货 ,放心拍但是的话呢像是一号链接我再说一下这个不是主播一个人说他好用了它是各大明星博主达人全都不在推荐的宝宝还有五分钟我们就要结单了走到五分钟的时间我们就要截单了那如果说的话呢就是一号链接这一个有宝宝卡库存的话那截单之后有赠品吗截单之后有这个价格吗没有那我先踢一波吧这个是不能浪费的哦来全部踢倒计时不是稍微的八位大家就会全部给大家进出去了想要清洁到手十一建德一百五十九因为显十六秒全力有抓紧时间快要不要站不承诺贝有问题指望没问题只要拍了胸部轮就最后就当了宝贝蓝天时候在我直播间呢宝宝我确实聊大区来说一下我们家的这一个一号链接我们家一号链接的话呢首,否,"{'type': 1, 'content': {'通用敏感词': '倒计时'}}",化妆品,2024/4/16 12:55,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_445.mp4,C咖 春游季宠粉节 科学祛痘出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变癌 春游季宠粉节 痘痘变小 6小时 极速发货 痘痘变少 明星博主都在用 博同款 送冻！ 送喷雾！！ 清洁 控油 抑痘 癌 C咖品牌代言 赠运费险 七天无理由 48H发货 ,没问题到因为首先话我们家形蛋它保质期它都是三年而且它都是什么新鲜日期给到你为祝您大伟在他只有说不够用没有说用不完买回去不仅自己可以用为自家什么闺蜜啊父母啊老公呀还大训也都可以了为主打的也都是一个什么绿色的安全成分对不对来美修认真过的啊全面配方那能够做到真正适当领先家不添加任何的一个色素酒精将金对不添加任何的一个荧光剂仿佛系明敏机的容易放光明的是不是可以解释是用或者说水深的姐妹有胜出上高中生的血但凡脸上有痘痘怎么养生的表示多好因为但凡脸上有痘你一天不去改善你一天不去解决啊他就会变得严重的玩过好吧就不要等到演说挽过的周再想去改善啊可到时候是不是这么简单的事情而且画本加起来也是真正,否,"{'type': 1, 'content': {'通用敏感词': '领先'}}",化妆品,2024/4/16 12:55,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_053.mp4,C咖 春游季宠粉节 科学祛痘出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变疮 春游季宠粉节 痘痘变小 6小时 极速发货 痘痘变少 博同款 清洁 控油 抑痘 瘦 癌 癌  C咖品牌代言 赠运费险 七天无理由 48H发货 ,加一号连接数量加三拍到手价格是一百五十九来三支正装保持没错你想一下这个夏天空调房这么干是不是可以用这个夏天这个太阳晒得那么红那么大动感粉是加快你的豆豆去削下去的两盒正装瘦三者搭配效果这两分钟棚户有吗没有赠品你先拿回去是优惠价格你先拿刀手是正品没有的价格也要恢复二九九的你要自己把握一下时间手快真品是你的手,否,"{'type': 1, 'content': {'通用敏感词': '正品'}}",化妆品,2024/4/16 12:55,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_491.mp4,C咖 春游季宠粉节 科学祛痘 出游不惧痘 真祛痘强控油 痘痘越来越少 痘痘变癌 春游季宠粉节 痘痘变小 6小时 极速发货 痘痘变少 明星博主都在 送冻！！ 送喷！！ 清洁 控油 抑痘 症 C咖品牌代言 赠运费险 七天无理由 48H发货 , NG三星的是不是全部都排第一名对可以说就是一个什么老大哥一个个的对而且不单单价买名单排的号在全忘全忘国名对相对来说也是做到第一任务是我们家产品他包用刑满他朋友对他是没有理由能够叫第一啊是没有理由能够造什么热卖榜单独一而且那么多国货品牌品牌就我们在西咖能够走这么多品牌当中都有对做到这位置证明也是真的是靠实力靠谱一说好不好妹妹过年光你有纠结有婚女友担心收拾你就选第一哦首选就选择陪喽谢请假金电话全部都是什么官方请您直播对也是真正是做到的是吗正明保障下一发四这门脏话收了宝藏同学给到九十名姐妹好吧喜欢想的真的完全给放进去拍导师最后不久不定你而不多了啊对有问题谁跟主播讲道理解拍了宝贝对没问题随妙拍卖,否,"{'type': 1, 'content': {'通用敏感词': '最后'}}",化妆品,2024/4/16 12:55,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_043.mp4,C咖 春游季宠粉节 科学祛痘 出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变癌 明星陈彦妃同款 春游季宠粉节 痘痘变小 6小时 极速发货 痘痘变少 明星博主都在用 博同款 清洁 控油 抑痘 癌 癌 癌  C咖品牌代言 赠运费险 七天无理由 48H发货 ,拍宝贝的订单明早之前备他都没问题亲爱的又少了一单了真品牌一单少一单把握一下呃已经没有了一分钟接单几个宝贝卡库存这边的五维带支付要不这样吧所有宝贝咱们这一边呢就不等了四十分之前的订单下交给仓库打爆没错明早能看得到物流但是这五单不要浪费全部踢出去等你们十分钟啊十分钟还是赶得及这班快递车的来全部帮我踢倒计时我是下一代为带这个全部给大家清楚去了想要亲姐控有驱动祛痘驱痘一步到位只盼我们一号练酒记得要射手都将三拍拍三只到手十一键高一百五十九并非显示十点物流全都有抓紧时间没有票付不要再无所谓有问题只问没问题只拍了胸就五单的宝贝来这五单的一个库存额说宝贝们我跟大家说一下我们这一边五十分截单切十一点快递车就要走了是,否,"{'type': 1, 'content': {'通用敏感词': '倒计时'}}",化妆品,2024/4/16 12:55,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_141.mp4,C咖 春游季宠粉节 科学祛痘 出游不惧痘 专为油爱肌群发 绘 王皮 油皮敏感肌青少年都可用 痘痘变癌 春游季宠粉节 痘痘变小 6小时 失态痘 极速发货 痘症变少 明星博主都在用 清洁控油抑痘 瘦  C咖品牌代言 赠运费险 七天无理由 48H发货 ,申请我的节奏对号入座比如说家人朋友们姐妹们咱们有没有黑头闭口粉刺草莓比哟马桶出蛋呢把脸油罐呢还是说有这种什么红肿痘痘的呀有到时候我们的闭口痘印啊我们都是可以去用到说这一个一号连接的数量加上没有宝贝哦要看地区哦要看地区你可以试一下他这一个的话呢他偏远地区快递确实要说一下邮费的没错这都是因为快递公司它规定的啊主播是没有权限去跟改的所以你可以就是以你下单为准啊还有什么问题也可以再问我那一号链接主播接着讲哈我们家的这一个额一号链接有的宝宝说那主播我就是动不动上火爆动熬夜暴动的我痘痘不是一次两次的每次就有什么问题啊皮肤稍微脆弱一点换季的时候他就暴动了他长痘了咋办呀用一号你知道吗你这一个就是玩固豆就是反复豆我家针对反复豆其实是更好的因为他针对无论是青春痘山河都熬夜斗姨妈豆腐,否,"{'type': 1, 'content': {'通用敏感词': '红肿'}}",化妆品,2024/4/16 12:55,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_343.mp4,C咖 春游季宠粉节 科学祛痘 出游不惧痘 真祛痘强控油痘痘越来越少 疗痘变癌 春游季宠粉节 6小时 极速发货 明星博主都在用 送冻干！！ 清洁 控油抑痘  癌 癌 C咖品牌代言 赠运费险 七天无理由 48H发货 ,省一麻豆平时工作压力大有压力逗爱吃辣的人上回少豆什么红肿都反不豆因为但凡脸上是有的问题我想要做去的去都硬改善一头皮和粉色收拾你就拍紧张一号脸皮啊因为你家妖孽也是可以说做什么装味豆豆机研发的一块行的而且不仅能够撞到驱动像您其他几乎问题啊有什么毛孔粗大的有黑头粉丝的什么闭口都硬红肿痘痘水油市场安全发黄是不是通通都可以去使用到人家一行链接啊营销化都是非常实实在在的啊是拿到了国家要兼职颁发的发明专利证书香车我应该在这里摆着黑色看见怎么教化整一个话全部都是只能算高的因为如果说每家产品淘宝又醒奶他包又没有所有的时候功效我自个证书报告我都是拿出来所以不忍的话都会被直接关小窝然后我们洗脑的话给他做也都是双管,否,"{'type': 1, 'content': {'通用敏感词': '国家'}}",化妆品,2024/4/16 12:55,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-03_06-51-46_019.mp4,C咖 春游季宠粉节 科学祛痘出游不惧痘 真祛痘强控油痘痘越来越少 L 确认订单 C咖化妆品旗舰店母音旗摄 突发爆痘 泉同款 春游季宠粉节 日常长痘 瓷 6小时 拍3支立减110 极速发货 反复长痘 明星博主都在用 y89.0 赠品 酒 烟 订单运费 包邮 运费险0 商家赠送，退换货可 清洁 控油 抑痘 博同款 C咖 导 送试用！！  价值19.9 0 净爽战痘不油腻 痘 痘 赠运费险 七天无理由 48H发货 ,脑上截单没错想买的更优惠一号脸结束加三排对效果单位也是交上班日常三只是不是三百多今天不要叫一百五十九买三只更好帮你加强巩固效果暖三只更优惠还送症状一百二十九精华喷货轮椅几乎保持一整天清爽保湿不管有门额五号链接两盒冻干粉冻干粉能给你们扁豆去掉所以呢三者搭配效果加倍都是您的引擎没有用的宝贝新闻宝宝买去免送你只有一小包体验装不够你感觉今天你在我直播间五包十天有感觉官方请兼练来的运费险十天物有过敏还包退换新买太易到手十一件一百五十九医药链接虽然加上班没了不被抢完了抢完了又没支付的我这边看到还有六个美之父那就没支付给他清出来没有拍秒活到此时我只知道一幸所宝贝小青解控制到想要改善多多音问题拍一毫,否,"{'type': 1, 'content': {'通用敏感词': '过敏'}}",化妆品,2024/4/16 12:55,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_311.mp4,C咖 春游季宠粉节 科学祛痘出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变疮 春游季宠粉节 痘痘变小 6小时 极速发货 痘症变少 明星博主都在用 拍3支工 89.00 房品 单范 博同款 送喷零 清洁控油抑痘 瘦 赠运费险 七天无理由 48H发货 ,不单单这么平能不能好这全国全网国货品牌销量中对不对也是通过自己做到第一了那么说门呃你们家产品他包要行奶他包要他是没有理由能够造这个位置对没有你有能够做到什么热卖榜单腿一而且你想象那么多国货品牌但是你想一下啊那么多国品牌为什么就每家西咖能够总众多品牌当中脱颖说那么做到这个位置证明也是真的是靠实力靠谱说话不好没买过牛过有纠结有规律有担心首选你就选第一啊首选就选择西汉斯坦就可以喽而且井下今天哇全部都是什么官方铁定直播类也是真正是做到了证明保证价以为是吧我们将饿瘦了吧这么说给到我们所有直播间纠结于,否,"{'type': 1, 'content': {'通用敏感词': '第一'}}",化妆品,2024/4/16 12:55,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_119.mp4,C咖 春游季宠粉节 科学祛痘出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变疮 春游季宠粉节 痘痘变小 6小时 极速发货 痘症变少 明星 博同款 清洁控油抑痘 1O 癌 癌  癌 C咖品牌代言 赠运费险 七天无理由 48H发货 ,对呀所以的话呢今天在我直播间里面的话我也确实给瑶大去说一说我们家的这一个一号链接真的你趁现在咱们有这个活动有这一个福利的时候直接呢就是把它退啊就直接把他的这一个数量加三拍因为你这个数量加三的话到手的一个价格只要一百五十就三大制正装导致其三年而且这一个喷雾一百二十九亿只正装直接给宝宝送了这个动感粉麦道六十九块钱的三两盒正装我也给你送了买正装送装正装赠品质给你回本而且的话呢还有到时候我们的五片体验专十天体验的量是全部给得到大家呢先体验购买单该有售后服务呢全都有啊零成本是错的所以呢我们家一号链接你喜欢就可以接入手啊因为的话说实在的还有三分钟结单了啊我不说犹豫一分钟动干粉喷雾送不了研究会甲都没有的所以赠品拿回去,否,"{'type': 1, 'content': {'通用敏感词': '趁现在'}}",化妆品,2024/4/16 12:55,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_134.mp4,C咖 春游季宠粉节 科学祛痘 出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变癌 确认订单 春游季宠粉节 观店周旗器 痘痘变小 6小时 文量拍+3赠8件礼】C咖洗面奶祛. 极速发货 痘病变少 专立减110 明星博主都在用 89.90 赠品 1A 订单运费 包邮 运费险 0 商家赠送，退换货可赔付 提交订单 59.90 王- 博同款 清洁 控油 抑痘 癌 癌 C咖品牌代言 赠运费险 七天无理由 48H发货 ,也就是说人家两千多个人去用了十四天效果都这么不错那如果说诶我这三只啊一号链接我带回去我用更久效果是不是越来越好是所以一号链接不是推荐大家可以训练加三的成分买单星用能帮你去痘又能帮你控油还能生存清洁这一头闭口粉刺包括的话呢我们是可以做到说一个淡化痘印的一步到位呢四四项合一所以的话呢其实我们这一个真的之前二九九两只是同样也能卖报是但今天这一个的话呢我们二九两支不要了给你们看一下之前啊二九两只我们是做到了平台洗面奶热卖金板的第一名一个板上第一吗不是我们是爸爸的平台十大板的版本地所以的话今天如果说一号链接你花了钱了你要买就买更好的嘛你要用这种第一名一号是让大家的钱去花在了刀刃上因为我二九两只不要幺九九两只不要价格打下来一号链接数量加,否,"{'type': 1, 'content': {'通用敏感词': '第一'}}",化妆品,2024/4/16 12:55,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_464.mp4,C咖 春游季宠粉节 科学祛痘出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变癌 春游季宠粉节 痘痘变小 6小时 极速发货 痘痘变少 明星博主都在用 C咖 1.清洁 2.控油 3. 祛痘 博同款 送冻干！！！ 送喷零！！ 清洁控油抑痘 瘦 C咖品牌代言 赠运费险 七天无理由 48H发货 ,加错也都是双管双效的一个设计然后它里面的话它是有两种颜色的就您几串话它一边是白色一边是咖啡哦像白色睡眠是添加了三转机三对能够做到洗完之后它是不仅绷不麻杆不讲话干不干有必不尤敏敏接受温和不吃爹为事做到了止血瓶睡那么像另外一边咖啡是片价了交代流和妖孽来教太流失能够加速的干扁能够抑制犹太遮君去平安女士介绍反包的对破坏痘痘那个什么生长环境而且也是第三方权威机构真人检测完成过为坚持雄狮豆豆面皮是能够减少百分之十六有脂分泌失明是能够减少百分之十一是能够做到月底够越少比图虽然越好那而且话也是可以说就是嘛四项和一点块心态不仅能够做到清洁工油而且驱动式的应对不对通通都,否,"{'type': 1, 'content': {'通用敏感词': '抑制'}}",化妆品,2024/4/16 12:55,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_378.mp4,C咖 春游季宠粉节 科学祛痘出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变癌 明星吴昕同款 春游季宠粉节 痘痘变小 6小时 极速发货 痘痘变少 明星博主都在用 博同款 送冻于！！！ 送喷！！ 清洁控油抑痘 癌 癌 C咖品牌代言 赠运费险 七天无理由 48H发货 ,我是爹是做到了只是我不是帅那么像另外一边咖啡是添加了焦太流和飘零焦太流逝能够加速度干变为能够抑制有害旧菌群平奥宁的话是可以减少反包豆碰豆豆的一个什么生长环境对而这两款驱动成分也是能够做到什么从而减少都生长还有第也是第三方权威机构支人间分为认真过为坚持收拾天斗斗面积是能够减少百分之十六油脂分泌是能够减少百分之十一是能够做到月底都越少皮肤是越来越好而且话也是可以说就是嘛四孝和异地块型的不仅能够做到清洁工油而且祛痘是都硬对不对通通都是不在话下也是可以说就是移步到位的一块钱那门墙的话日波价格是卖到我们的什么二十九那今天造福建来首选推荐大家去他们家银行链接直接手动出辆加三拍啊树,否,"{'type': 1, 'content': {'通用敏感词': '首选'}}",化妆品,2024/4/16 12:55,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_279.mp4,C咖 春游季宠粉节 科学祛痘  出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变疼 痘痘变小 6小时 极速发货 痘痘变少 明星博主都在用 S630W 博同款 送喷零 清洁 控油 抑痘 瘦 博 C咖品牌代言人 赠运费险 七天无理由 48H发货 ,更多明星网红达人请客推荐上猛的一个女明星儿啊徐露啊什么宽带大本营无锡啊这单位女明星女老师是不是大家都认识哦另外都不陌生对不对不仅女明星有在自幼而且还有什么千万级别网红达人小鱼海棠和丹童对不也都是反复推荐反凡利也是有在座的呃存款这种推销门将要链接全都是明白还有吗由斗进展博术亮片鸭舌上很美剧啊那也是同款机用推荐我们家一号链接出了什么也是可以说完全是不挑年龄不挑心别不挑不治对男生女生可以用根品用品会有品质品都自己是不是统统都可以去放进去拍门餐的话日波价格是卖到我们的什么二十九那今天在我直播间首选推荐大家去拍我们家一个链接直接手动数量加三拍好吧我们现在数量加到三拍下的话是直接是立体一百一十然后到手是幺五九的一个大哥又给大家是赠送到了,否,"{'type': 1, 'content': {'通用敏感词': '首选'}}",化妆品,2024/4/16 12:55,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_524.mp4,咖 春游季宠粉节 科学祛痘出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变癌 春游季宠粉节 痘痘变小 6小时 极速发货 痘痘变少 明星博主都在用 清洁 控油 抑痘 毛孔  C咖 早装  送试用！！  价值19.9 0 净爽战痘不油腻 痘 痘 C咖品牌代言人 赠运费险 七天无理由 48H发货 ,货币商家不比牛你都不知道到底有多好我跟你讲因为你去外面买过这么多的去肉产品谁家能够把豆子印在产品包装上面看不到的我跟你讲真的没有的宝贝因为护肤品的管控起来是不是很严格的很严格没有效果能通过的备案吗通过不了位的所以你可以放心冷去动一门可以的去动去动运动而且你买去要链接真的有用实证上岗拿到你们去痘发明照例证书如果说没有去的效果会有专利吗根本拿不到肯定不会的宝贝你买的都可以放心哦经过到两千个真人善点时向报告坚持用十四天豆豆面积减少百分之十六油脂减少百分之十一的黑头是让白头是已经秋整数量是不是在减少都在改不伤害皮肤具有控油功效并且是能改善你的红肿痘痘问题所以我们将的询问不好用没效果会有转会有专利跟报告吗根本拿不到两千个真人实质都有效果的宝贝对,否,"{'type': 1, 'content': {'通用敏感词': '红肿'}}",化妆品,2024/4/16 12:55,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_150.mp4,C咖 春游季宠粉节 科学祛痘 出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变癌 春游季宠粉节 痘痘变小 6小时 极速发货 痘痘变少 明星博主都在用 清洁 控油抑痘 癌 C咖品牌代言人 赠运费险 七天无理由 48H发货 ,宝宝我给你们踢包库存啊你们自己剪喽反正我这边是不让卡库存的因为我十二点半截单呢我一点我也要下播了尽量就别卡我会选啊来倒计时我是商业的九一袋就会全部给他踢出去久违但是我全部给大家清出去了想要清洁控油祛痘驱动一波到位只要我们一号练酒记得叫虽然手动加三拍拍三只到手十一键得一百五十九因为写十六的全都有抓紧时间秒换药服不要照顾所的位有物理解没问题指派了修正酒的那么背哦我们今天还有到三分钟时间我们这一个的话呢就要结单了十二点半截单然后我们是一点钟我们就要去下播所以想要做到说今天买今天早上你就能看到他飞出去没错就能看到物流信息真品福利全都有的来十二点半之前一号连接数量加三排因为如果说我们十二点半截单之后赠品没有价格恢复二九九订单是只能排单按顺序四十八,否,"{'type': 1, 'content': {'通用敏感词': '倒计时'}}",化妆品,2024/4/16 12:55,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_403.mp4,C咖 春游季宠粉节 科学祛痘出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变疮 春游季宠粉节 6小时 极速发货 博主都在 送冻干！！！ 清洁控油抑痘 瘦 C咖品牌代言 赠运费险 七天无理由 48H发货 ,能够到什么爸爸平台适当榜单而且全部都是版本都是排到第一哦不仅是男性型的排第一哦为女士请哪排第一什么温和型 NIGHT控有型的国货型的 MC三型的是不是全部都蒙排第一啊可以说就是一个什么老大哥一个理位置对不对而且不单单这本平台非常好在全国全网国货品牌加乐团球瑞也是通通知第一啊忘了说门大产品他爆又行带他朋友他是没有理由能够造成未知没有理由做到热卖榜单的一对而且那么多国品牌为什么就我们家西咖能够总众多品牌当中都有说做到这位置证明也是真的是靠实力靠你说话的对每买过棉光有纠结有贵有担心对手选就选第一首选就选 C他请假就可以喽而且井下的话今天全部都是说官方签订直播好吧也是真正是做到的正品保障甲乙赔十来纠结有一,否,"{'type': 1, 'content': {'通用敏感词': '第一'}}",化妆品,2024/4/16 12:55,https://live.douyin.com/386164710622,C咖化妆品旗舰店
